Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MPperG,PTSperG,RBperG,ASTperG,WS,WS/48,BPM,VORP,Year
,NYK,Dick Surhoff,Long Island University,2,58,545.0,178,94,32,.295,,.717,9.4,3.1,1.6,0.6,0.1,.013,,,1952
,PHW,Newt Jones,La Salle,,,0.0,,,,,,,,,,,,,,,1952
,ROC,Jewell McDowell,Texas A&M,,,0.0,,,,,,,,,,,,,,,1952
,SYR,Harry Moore,West Virginia,,,0.0,,,,,,,,,,,,,,,1952
,BLB,Bill Lea,Missouri State,,,0.0,,,,,,,,,,,,,,,1952
,BOS,Fred Eydt,Cornell,,,0.0,,,,,,,,,,,,,,,1952
,FTW,Lee Terrill,NC State,,,0.0,,,,,,,,,,,,,,,1952
,INO,Jim Hoverder,Central Missouri State University,,,0.0,,,,,,,,,,,,,,,1952
,MLH,Ab Nicholas,Wisconsin,,,0.0,,,,,,,,,,,,,,,1952
,MNL,Dick Haag,Wyoming,,,0.0,,,,,,,,,,,,,,,1952
,NYK,Jim Julian,Missouri State,,,0.0,,,,,,,,,,,,,,,1952
,PHW,Nick Kladis,Loyola Chicago,,,0.0,,,,,,,,,,,,,,,1952
,ROC,Sam Miranda,Indiana,,,0.0,,,,,,,,,,,,,,,1952
,SYR,Bob Roche,Syracuse,,,0.0,,,,,,,,,,,,,,,1952
,BLB,Mike Magula,Youngstown State University,,,0.0,,,,,,,,,,,,,,,1952
,BOS,Jules Mugnier,Spring Hill College,,,0.0,,,,,,,,,,,,,,,1952
,FTW,Jim Ramstead,Stanford,,,0.0,,,,,,,,,,,,,,,1952
,INO,Gordon Stauffer,Michigan State,,,0.0,,,,,,,,,,,,,,,1952
,MLH,Dick Retherford,Baldwin-Wallace College,,,0.0,,,,,,,,,,,,,,,1952
,MNL,Don Holt,Tulane,,,0.0,,,,,,,,,,,,,,,1952
,NYK,Paul Sullivan,Alabama,,,0.0,,,,,,,,,,,,,,,1952
,PHW,Tom Brennan,Villanova,1,11,52.0,10,5,2,.455,,,4.7,0.9,0.5,0.2,0.1,.048,,,1952
,ROC,Jerry Romney,BYU,,,0.0,,,,,,,,,,,,,,,1952
,BLB,Don Penwell,Oklahoma City University,,,0.0,,,,,,,,,,,,,,,1952
,BOS,Jim Dilling,Holy Cross,,,0.0,,,,,,,,,,,,,,,1952
,INO,Dale Toft,Denver,,,0.0,,,,,,,,,,,,,,,1952
,MLH,John Snee,Clemson,,,0.0,,,,,,,,,,,,,,,1952
,MNL,Tom Katsimpalis,Eastern Illinois University,,,0.0,,,,,,,,,,,,,,,1952
,PHW,Don Scanlon,Penn,,,0.0,,,,,,,,,,,,,,,1952
,ROC,Ray Royce,Houston,,,0.0,,,,,,,,,,,,,,,1952
,BLB,Art Press,McDaniel College,,,0.0,,,,,,,,,,,,,,,1952
,BOS,Gene Conley,Washington State,6,351,5791.0,2069,2212,201,.371,,.657,16.5,5.9,6.3,0.6,5.1,.042,,,1952
,MLH,Jim Tackett,New Mexico,,,0.0,,,,,,,,,,,,,,,1952
,MNL,Dick Means,Minnesota,,,0.0,,,,,,,,,,,,,,,1952
,PHW,Glen Smith,Utah,,,0.0,,,,,,,,,,,,,,,1952
,ROC,Arnold Smith,City College of New York,,,0.0,,,,,,,,,,,,,,,1952
,BLB,Bob Peterson,Oregon,3,103,1342.0,479,389,78,.386,,.669,13.0,4.7,3.8,0.8,1.5,.052,,,1952
,MLH,Coyt Vance,Mississippi State,,,0.0,,,,,,,,,,,,,,,1952
,MNL,Dwane Morrison,South Carolina,,,0.0,,,,,,,,,,,,,,,1952
,PHW,Ben Stewart,Villanova,,,0.0,,,,,,,,,,,,,,,1952
,ROC,Ray Sonnenberg,Saint Louis,,,0.0,,,,,,,,,,,,,,,1952
,BLB,Bennie Purcell,Murray State,,,0.0,,,,,,,,,,,,,,,1952
,MNL,Ed Ramirez,Centenary (LA),,,0.0,,,,,,,,,,,,,,,1952
,ROC,Ray Steiner,Saint Louis,,,0.0,,,,,,,,,,,,,,,1952
,MNL,Bob Schneider,Arizona,,,0.0,,,,,,,,,,,,,,,1952
,ROC,Bob Whitmer,Florida State,,,0.0,,,,,,,,,,,,,,,1952
,MNL,Gene Smith,Huron University,,,0.0,,,,,,,,,,,,,,,1952
,MNL,Gene Smith,Xavier,,,0.0,,,,,,,,,,,,,,,1952
,MNL,Homer Spain,Union University,,,0.0,,,,,,,,,,,,,,,1952
,MNL,John Wallisa,Memphis,,,0.0,,,,,,,,,,,,,,,1952
1,PHW,Ernie Beck,Penn,7,371,7054.0,2325,1191,669,.383,,.762,19.0,6.3,3.2,1.8,9.0,.061,,,1953
8,NYK,Walter Dukes,Seton Hall,8,553,14671.0,5765,6223,608,.369,,.700,26.5,10.4,11.3,1.1,24.0,.079,,,1953
10,PHW,Larry Hennessy,Villanova,2,74,817.0,331,94,73,.334,,.766,11.0,4.5,1.3,1.0,-0.9,-.052,,,1953
2,BLB,Ray Felix,Long Island University,9,637,15187.0,6974,5654,456,.412,,.678,23.8,10.9,8.9,0.7,39.6,.125,,,1953
3,MLH,Bob Houbregs,Washington,5,281,6725.0,2611,1552,500,.404,,.721,23.9,9.3,5.5,1.8,16.5,.118,,,1953
4,FTW,Jack Molinas,Columbia University,1,32,958.0,370,228,51,.390,,.759,29.9,11.6,7.1,1.6,3.6,.179,,,1953
5,ROC,Richie Regan,Seton Hall,3,215,5494.0,1785,554,629,.344,,.717,25.6,8.3,2.6,2.9,3.5,.031,,,1953
6,BOS,Frank Ramsey,Kentucky,9,623,15330.0,8378,3410,1134,.399,,.804,24.6,13.4,5.5,1.8,49.2,.154,,,1953
7,SYR,Jim Neal,Wofford College,2,80,1093.0,350,304,33,.301,,.601,13.7,4.4,3.8,0.4,0.1,.005,,,1953
9,MNL,Jim Fritsche,Hamline University,2,84,1372.0,326,249,77,.309,,.738,16.3,3.9,3.0,0.9,-1.6,-.055,,,1953
11,NYK,Don Ackerman,Long Island University,1,28,220.0,43,15,23,.222,,.536,7.9,1.5,0.5,0.8,-0.6,-.123,,,1953
12,BLB,Bob Speight,NC State,,,0.0,,,,,,,,,,,,,,,1953
13,FTW,George Glasgow,Fairleigh Dickinson University,,,0.0,,,,,,,,,,,,,,,1953
14,ROC,Norm Swanson,Detroit Mercy,1,63,611.0,100,110,33,.226,,.594,9.7,1.6,1.7,0.5,-0.4,-.034,,,1953
15,BOS,Chet Noe,Oregon,,,0.0,,,,,,,,,,,,,,,1953
16,SYR,Dick Knostman,Kansas State,1,5,47.0,13,17,6,.300,,.636,9.4,2.6,3.4,1.2,0.2,.183,,,1953
17,NYK,Nield Gordon,Furman University,,,0.0,,,,,,,,,,,,,,,1953
18,MNL,Ron Feiereisel,DePaul,1,10,59.0,30,6,6,.286,,.875,5.9,3.0,0.6,0.6,0.0,.040,,,1953
,BLB,Bob Peterson,Oregon,3,103,1342.0,479,389,78,.386,,.669,13.0,4.7,3.8,0.8,1.5,.052,,,1953
,BOS,Cliff Hagan,Kentucky,10,745,21731.0,13447,5116,2242,.450,,.798,29.2,18.0,6.9,3.0,75.1,.166,,,1953
,FTW,Jim Bredar,Illinois,,,0.0,,,,,,,,,,,,,,,1953
,MLH,Irv Bemoras,Illinois,2,131,2479.0,827,341,125,.347,,.672,18.9,6.3,2.6,1.0,1.3,.026,,,1953
,MNL,Hartly Kruger,Idaho,,,0.0,,,,,,,,,,,,,,,1953
,NYK,Dick Atha,Indiana State University,2,43,448.0,137,66,51,.393,,.795,10.4,3.2,1.5,1.2,0.6,.068,,,1953
,PHW,Norm Grekin,La Salle,1,1,1.0,0,0,0,,,,1.0,0.0,0.0,0.0,0.0,.010,,,1953
,ROC,Frank Reddout,Syracuse,1,7,18.0,13,9,0,.833,,.750,2.6,1.9,1.3,0.0,0.3,.802,,,1953
,SYR,Billy Kenville,St. Bonaventure,6,345,6778.0,2434,1206,715,.363,,.758,19.6,7.1,3.5,2.1,13.7,.097,,,1953
,BLB,Paul Nolen,Texas Tech,1,1,2.0,0,1,0,.000,,,2.0,0.0,1.0,0.0,0.0,-.724,,,1953
,BOS,Earle Markey,Holy Cross,,,0.0,,,,,,,,,,,,,,,1953
,FTW,Jim Bingham,Eastern Kentucky University,,,0.0,,,,,,,,,,,,,,,1953
,MLH,Bill Bolger,Georgetown,1,20,202.0,56,36,11,.407,,.615,10.1,2.8,1.8,0.6,0.2,.039,,,1953
,MLH,Gene Dyker,DePaul,1,11,91.0,16,16,5,.231,,.500,8.3,1.5,1.5,0.5,-0.3,-.138,,,1953
,MNL,Ken Flower,USC,,,0.0,,,,,,,,,,,,,,,1953
,NYK,Thomas Bishop,Southern Miss,,,0.0,,,,,,,,,,,,,,,1953
,PHW,Fred Iehle,La Salle,,,0.0,,,,,,,,,,,,,,,1953
,SYR,Andy McGowan,Manhattan College,,,0.0,,,,,,,,,,,,,,,1953
,BLB,Bill Schyman,DePaul,,,0.0,,,,,,,,,,,,,,,1953
,BOS,John Holup,George Washington,,,0.0,,,,,,,,,,,,,,,1953
,FTW,Mike Bednar,St. Bonaventure,,,0.0,,,,,,,,,,,,,,,1953
,MLH,Joe Cipriano,Washington,,,0.0,,,,,,,,,,,,,,,1953
,MNL,Zippy Morocco,Georgia,,,0.0,,,,,,,,,,,,,,,1953
,NYK,Bob Santini,Iona College,1,4,23.0,11,3,1,.500,,.500,5.8,2.8,0.8,0.3,0.1,.127,,,1953
,PHW,Eddie Solomon,West Virginia Tech,,,0.0,,,,,,,,,,,,,,,1953
,ROC,Dick Walls,Miami University,,,0.0,,,,,,,,,,,,,,,1953
,SYR,Warren Shackelford,Tulsa,,,0.0,,,,,,,,,,,,,,,1953
,BLB,Elmer Tolson,Eastern Kentucky University,,,0.0,,,,,,,,,,,,,,,1953
,BOS,Vernon Stokes,St. Francis College,,,0.0,,,,,,,,,,,,,,,1953
,FTW,Norb Lewinski,Notre Dame,,,0.0,,,,,,,,,,,,,,,1953
,MLH,John O'Brien,Seattle University,,,0.0,,,,,,,,,,,,,,,1953
,MNL,Pete Silas,Georgia Tech,,,0.0,,,,,,,,,,,,,,,1953
,NYK,Joe Smyth,Niagara University,1,40,495.0,131,98,49,.348,,.538,12.4,3.3,2.5,1.2,0.1,.006,,,1953
,PHW,Don Eby,USC,,,0.0,,,,,,,,,,,,,,,1953
,ROC,Hugh Beins,Georgetown,,,0.0,,,,,,,,,,,,,,,1953
,SYR,Bill Jenkins,LeMoyne College,,,0.0,,,,,,,,,,,,,,,1953
,BLB,Herman Sledzik,Penn State,,,0.0,,,,,,,,,,,,,,,1953
,BOS,Lou Tsioropoulos,Kentucky,3,157,2977.0,910,751,165,.315,,.717,19.0,5.8,4.8,1.1,2.1,.033,,,1953
,FTW,William Hogan,Siena College,,,0.0,,,,,,,,,,,,,,,1953
,MLH,Eddie O'Brien,Seattle University,,,0.0,,,,,,,,,,,,,,,1953
,MNL,Lloyd Olmstead,Cornell College,,,0.0,,,,,,,,,,,,,,,1953
,NYK,Bob Matheny,California,,,0.0,,,,,,,,,,,,,,,1953
,PHW,Bob Marske,,,,0.0,,,,,,,,,,,,,,,1953
,ROC,Kendall Sheets,Oklahoma State,,,0.0,,,,,,,,,,,,,,,1953
,SYR,Bill Hull,Utah State University,,,0.0,,,,,,,,,,,,,,,1953
,BLB,Connie Rea,Centenary (LA),1,20,154.0,23,31,16,.209,,.313,7.7,1.2,1.6,0.8,-0.6,-.184,,,1953
,BOS,Ted Lallier,Colby College,,,0.0,,,,,,,,,,,,,,,1953
,FTW,Dean Kelley,Kansas,,,0.0,,,,,,,,,,,,,,,1953
,MLH,Darrell Tucker,Utah State University,,,0.0,,,,,,,,,,,,,,,1953
,MNL,Joe Richey,BYU,,,0.0,,,,,,,,,,,,,,,1953
,NYK,Alan Schutts,Springfield College,,,0.0,,,,,,,,,,,,,,,1953
,PHW,Bill Dodd,Colgate,,,0.0,,,,,,,,,,,,,,,1953
,ROC,Jim Sottile,West Virginia,,,0.0,,,,,,,,,,,,,,,1953
,SYR,Joe Hughes,Denver,,,0.0,,,,,,,,,,,,,,,1953
,BLB,Dennis Murphy,Georgetown,,,0.0,,,,,,,,,,,,,,,1953
,BOS,Lewis Gilcrease,Texas State University,,,0.0,,,,,,,,,,,,,,,1953
,FTW,Dick White,Eastern Kentucky University,,,0.0,,,,,,,,,,,,,,,1953
,MLH,Paul Brandt,Columbia University,,,0.0,,,,,,,,,,,,,,,1953
,MNL,Huck Budde,Xavier,,,0.0,,,,,,,,,,,,,,,1953
,NYK,Forrest Hamilton,Missouri State,,,0.0,,,,,,,,,,,,,,,1953
,PHW,Bob Sassone,St. Bonaventure,,,0.0,,,,,,,,,,,,,,,1953
,ROC,Dick Gross,Wheaton College,,,0.0,,,,,,,,,,,,,,,1953
,SYR,Gerry Nappy,Georgetown,,,0.0,,,,,,,,,,,,,,,1953
,BLB,Jack Carby,Kansas State,,,0.0,,,,,,,,,,,,,,,1953
,BOS,Tom Lillis,Saint Louis,,,0.0,,,,,,,,,,,,,,,1953
,MLH,Bob Rousey,Kansas State,,,0.0,,,,,,,,,,,,,,,1953
,MNL,Walt Kearns,Arkansas,,,0.0,,,,,,,,,,,,,,,1953
,NYK,Dick Prater,Kentucky,,,0.0,,,,,,,,,,,,,,,1953
,PHW,Toar Hester,Centenary (LA),,,0.0,,,,,,,,,,,,,,,1953
,ROC,Jim Gerber,Bowling Green,,,0.0,,,,,,,,,,,,,,,1953
,SYR,Al Bailey,Duquesne,,,0.0,,,,,,,,,,,,,,,1953
,BLB,Don Stemmerich,Clarion University of Pennsylvania,,,0.0,,,,,,,,,,,,,,,1953
,BOS,Gil Reich,Kansas,,,0.0,,,,,,,,,,,,,,,1953
,MNL,Bill Chambers,William & Mary,,,0.0,,,,,,,,,,,,,,,1953
,NYK,Larry O'Connor,Canisius,,,0.0,,,,,,,,,,,,,,,1953
,PHW,John Doogan,Saint Joseph's,,,0.0,,,,,,,,,,,,,,,1953
,ROC,Bill Bales,Eastern Kentucky University,,,0.0,,,,,,,,,,,,,,,1953
,SYR,Glenn Dille,Tulsa,,,0.0,,,,,,,,,,,,,,,1953
,BLB,Russ Johnson,DePaul,,,0.0,,,,,,,,,,,,,,,1953
,BOS,Jim Doherty,Whitworth,,,0.0,,,,,,,,,,,,,,,1953
,MNL,Harold Christensen,BYU,,,0.0,,,,,,,,,,,,,,,1953
,NYK,Delmer Diercks,Iowa State,,,0.0,,,,,,,,,,,,,,,1953
,PHW,Charles Duffley,Saint Anselm College,,,0.0,,,,,,,,,,,,,,,1953
,ROC,Bill Edwards,St. Bonaventure,,,0.0,,,,,,,,,,,,,,,1953
,SYR,Garrett Beshear,Murray State,,,0.0,,,,,,,,,,,,,,,1953
,BLB,Bob Karbach,Pepperdine,,,0.0,,,,,,,,,,,,,,,1953
,MNL,Bob Gelle,Minnesota,,,0.0,,,,,,,,,,,,,,,1953
,PHW,Jack George,La Salle,8,506,15860.0,5153,2129,2169,.364,,.704,31.3,10.2,4.2,4.3,17.7,.054,,,1953
,ROC,Bob Goss,NC State,,,0.0,,,,,,,,,,,,,,,1953
,BLB,Joe Piorkowski,Penn State,,,0.0,,,,,,,,,,,,,,,1953
,MNL,Lloyd Thorgaard,Hamline University,,,0.0,,,,,,,,,,,,,,,1953
,ROC,Paul Smaagard,Hamline University,,,0.0,,,,,,,,,,,,,,,1953
,BLB,Jack Walsh,,,,0.0,,,,,,,,,,,,,,,1953
,MNL,Bob Gussner,Hamline University,,,0.0,,,,,,,,,,,,,,,1953
,ROC,Kenny Sears,Santa Clara,8,529,14923.0,7355,4142,843,.455,,.826,28.2,13.9,7.8,1.6,55.8,.179,,,1953
,BLB,Rich Gott,Murray State,,,0.0,,,,,,,,,,,,,,,1953
,MNL,Chuck Wolfe,University of North Dakota,,,0.0,,,,,,,,,,,,,,,1953
,ROC,John Kurtz,Loyola Marymount,,,0.0,,,,,,,,,,,,,,,1953
,MNL,Doug Atkins,Tennessee,,,0.0,,,,,,,,,,,,,,,1953
,ROC,Ed Kohl,Regis University,,,0.0,,,,,,,,,,,,,,,1953
,MNL,Roger Kuss,Wisconsin-River Falls,,,0.0,,,,,,,,,,,,,,,1953
,ROC,Gene Lambert Jr.,Arkansas,,,0.0,,,,,,,,,,,,,,,1953
,ROC,Tex Silverman,George Washington,,,0.0,,,,,,,,,,,,,,,1953
,ROC,Nick Maguire,Villanova,,,0.0,,,,,,,,,,,,,,,1953
4,FTW,Dick Rosenthal,Notre Dame,2,85,1594.0,575,352,170,.362,,.702,18.8,6.8,4.1,2.0,1.9,.057,,,1954
5,BOS,Togo Palazzi,Holy Cross,6,324,4344.0,2382,1113,233,.386,,.730,13.4,7.4,3.4,0.7,6.5,.072,,,1954
9,MNL,Ed Kalafat,Minnesota,3,209,4358.0,1474,1182,310,.345,,.688,20.9,7.1,5.7,1.5,5.3,.059,,,1954
1,BLB,Frank Selvy,Furman University,9,565,14908.0,6120,2098,1579,.394,,.728,26.4,10.8,3.7,2.8,23.8,.077,,,1954
2,MLH,Bob Pettit,LSU,11,792,30690.0,20880,12849,2369,.436,,.761,38.8,26.4,16.2,3.0,136.0,.213,,,1954
3,PHW,Gene Shue,Maryland,10,699,23338.0,10068,2855,2608,.396,,.806,33.4,14.4,4.1,3.7,38.9,.080,,,1954
6,SYR,Red Kerr,Illinois,12,905,27784.0,12480,10092,2004,.418,,.723,30.7,13.8,11.2,2.2,61.8,.107,,,1954
7,ROC,Tom Marshall,Western Kentucky,4,168,2587.0,952,492,188,.388,,.709,15.4,5.7,2.9,1.1,4.1,.076,,,1954
8,NYK,Jack Turner,Western Kentucky,1,65,922.0,282,154,77,.360,,.789,14.2,4.3,2.4,1.2,0.6,.032,,,1954
10,BLB,Slick Leonard,Indiana,7,426,11632.0,4204,1217,1427,.349,,.745,27.3,9.9,2.9,3.3,3.8,.016,,,1954
11,MLH,Bob Mattick,Oklahoma State,,,0.0,,,,,,,,,,,,,,,1954
12,PHW,Larry Costello,Niagara University,12,706,21198.0,8622,2705,3215,.438,,.841,30.0,12.2,3.8,4.6,62.7,.142,,,1954
13,FTW,Arnold Short,Oklahoma City University,,,0.0,,,,,,,,,,,,,,,1954
14,BOS,Red Morrison,Idaho,3,155,2216.0,555,822,135,.396,,.572,14.3,3.6,5.3,0.9,2.2,.048,,,1954
15,SYR,Dick Farley,Indiana,3,211,3822.0,1378,527,386,.384,,.700,18.1,6.5,2.5,1.8,8.2,.103,,,1954
16,ROC,Boris Nachamkin,NYU,1,6,59.0,20,19,3,.300,,.615,9.8,3.3,3.2,0.5,0.0,-.010,,,1954
17,NYK,Richie Guerin,Iona College,13,848,27449.0,14676,4278,4211,.416,,.780,32.4,17.3,5.0,5.0,69.2,.121,,,1954
18,MNL,Al Bianchi,Bowling Green,10,687,13649.0,5550,1722,1497,.374,,.707,19.9,8.1,2.5,2.2,8.2,.029,,,1954
19,BLB,Werner Killen,Lawrence Technological University,,,0.0,,,,,,,,,,,,,,,1954
20,MLH,Walt Walowac,Marshall,,,0.0,,,,,,,,,,,,,,,1954
21,PHW,Ben Peters,Benedictine College,,,0.0,,,,,,,,,,,,,,,1954
22,FTW,B. H. Born,Kansas,,,0.0,,,,,,,,,,,,,,,1954
23,BOS,Henry Daubenschmidt,St. Francis College,,,0.0,,,,,,,,,,,,,,,1954
24,SYR,Jim Tucker,Duquesne,3,99,1301.0,407,349,52,.349,,.762,13.1,4.1,3.5,0.5,1.3,.047,,,1954
25,ROC,Lee Morton,Cornell,,,0.0,,,,,,,,,,,,,,,1954
26,NYK,Don Anielak,Missouri State,1,1,10.0,3,2,0,.000,,.750,10.0,3.0,2.0,0.0,-0.1,-.263,,,1954
27,MNL,Don Lance,Rice University,,,0.0,,,,,,,,,,,,,,,1954
28,BLB,Burt Spice,Toledo,,,0.0,,,,,,,,,,,,,,,1954
29,MLH,Phil Martin,Toledo,1,7,47.0,12,10,6,.263,,1.000,6.7,1.7,1.4,0.9,-0.1,-.094,,,1954
30,PHW,Chuck Noble,Louisville,7,411,9212.0,3276,1075,1344,.346,,.731,22.4,8.0,2.6,3.3,-0.9,-.005,,,1954
31,FTW,Mel Thompson,NC State,,,0.0,,,,,,,,,,,,,,,1954
32,BOS,Ron Perry,Holy Cross,,,0.0,,,,,,,,,,,,,,,1954
33,SYR,Don McLane,Duquesne,,,0.0,,,,,,,,,,,,,,,1954
34,ROC,Art Spoelstra,Western Kentucky,4,278,5248.0,2012,1273,266,.391,,.693,18.9,7.2,4.6,1.0,8.6,.079,,,1954
35,NYK,Don Lange,United States Naval Academy,,,0.0,,,,,,,,,,,,,,,1954
36,MNL,Gene Schwinger,Rice University,,,0.0,,,,,,,,,,,,,,,1954
37,BLB,Lou Scott,Indiana,,,0.0,,,,,,,,,,,,,,,1954
38,MLH,Paul Ebert,Ohio State,,,0.0,,,,,,,,,,,,,,,1954
39,PHW,Rudy D'Emilio,Duke,,,0.0,,,,,,,,,,,,,,,1954
40,FTW,Dutch Burch,Pitt,,,0.0,,,,,,,,,,,,,,,1954
41,BOS,Troy Burrus,West Texas A&M University,,,0.0,,,,,,,,,,,,,,,1954
42,SYR,Tom Pottenburgh,Siena College,,,0.0,,,,,,,,,,,,,,,1954
43,ROC,Bo Erias,Niagara University,1,18,401.0,148,83,26,.347,,.638,22.3,8.2,4.6,1.4,-0.1,-.018,,,1954
44,NYK,Jesse Priscock,Kansas State,,,0.0,,,,,,,,,,,,,,,1954
45,MNL,Buzz Bennett,Minnesota,,,0.0,,,,,,,,,,,,,,,1954
46,BLB,Bob Heim,Xavier,,,0.0,,,,,,,,,,,,,,,1954
47,MLH,Bob Carney,Bradley,1,19,244.0,69,45,16,.375,,.525,12.8,3.6,2.4,0.8,0.3,.059,,,1954
48,PHW,Len Winogard,Brandeis University,,,0.0,,,,,,,,,,,,,,,1954
49,FTW,Charles Kraak,Indiana,,,0.0,,,,,,,,,,,,,,,1954
50,BOS,Otto Kriegshauser,Washington University in Saint Louis,,,0.0,,,,,,,,,,,,,,,1954
51,SYR,Norman Pott,Wheaton College,,,0.0,,,,,,,,,,,,,,,1954
52,ROC,Red Davis,St. John's,1,3,16.0,2,4,1,.000,,1.000,5.3,0.7,1.3,0.3,-0.1,-.288,,,1954
53,NYK,Ron Rivers,Wyoming,,,0.0,,,,,,,,,,,,,,,1954
54,MNL,Nick Revon,Southern Miss,,,0.0,,,,,,,,,,,,,,,1954
55,BLB,Joe Pehanick,Seattle University,,,0.0,,,,,,,,,,,,,,,1954
56,MLH,Allen Kelley,Kansas,,,0.0,,,,,,,,,,,,,,,1954
57,PHW,Bob Brady,San Diego State,,,0.0,,,,,,,,,,,,,,,1954
58,FTW,Bernie Janicki,Duke,,,0.0,,,,,,,,,,,,,,,1954
59,BOS,Dick Estergaard,Bradley,,,0.0,,,,,,,,,,,,,,,1954
60,SYR,Gus Lovett,Franklin & Marshall College,,,0.0,,,,,,,,,,,,,,,1954
61,ROC,Bill Hull,Utah State University,,,0.0,,,,,,,,,,,,,,,1954
62,NYK,Solly Walker,St. John's,,,0.0,,,,,,,,,,,,,,,1954
63,MNL,Dan Finch,Vanderbilt,,,0.0,,,,,,,,,,,,,,,1954
64,BLB,Harry Brooks,Seton Hall,,,0.0,,,,,,,,,,,,,,,1954
65,MLH,Dick Nunneley,Tulsa,,,0.0,,,,,,,,,,,,,,,1954
66,PHW,Bob Hodges,East Carolina University,,,0.0,,,,,,,,,,,,,,,1954
67,FTW,Don Bielke,Valparaiso,1,7,38.0,14,9,1,.556,,.571,5.4,2.0,1.3,0.1,0.2,.198,,,1954
68,BOS,Jim Young,Santa Clara,,,0.0,,,,,,,,,,,,,,,1954
69,SYR,Mel Besdin,Syracuse,,,0.0,,,,,,,,,,,,,,,1954
70,ROC,Paul Morrow,Wisconsin,,,0.0,,,,,,,,,,,,,,,1954
71,NYK,Cob Jarvis,Mississippi State,,,0.0,,,,,,,,,,,,,,,1954
72,MNL,Bob Hopkins,Point Loma Nazarene,,,0.0,,,,,,,,,,,,,,,1954
73,BLB,Ron Goerrs,Concordia Seminary,,,0.0,,,,,,,,,,,,,,,1954
74,MLH,Hal Cervini,Tulane,,,0.0,,,,,,,,,,,,,,,1954
75,PHW,Vince Leta,Lycoming College,,,0.0,,,,,,,,,,,,,,,1954
76,FTW,Joel Hittleman,Loyola (MD),,,0.0,,,,,,,,,,,,,,,1954
77,SYR,Fletcher Johnson,Duquesne,,,0.0,,,,,,,,,,,,,,,1954
78,ROC,Roy Irvin,USC,,,0.0,,,,,,,,,,,,,,,1954
79,NYK,Henry Duckham,Polytechnic University,,,0.0,,,,,,,,,,,,,,,1954
80,MNL,Dick Garmaker,Minnesota,6,421,12155.0,5597,1748,1114,.403,,.787,28.9,13.3,4.2,2.6,25.6,.101,,,1954
81,BLB,Gary Shivers,Houston,,,0.0,,,,,,,,,,,,,,,1954
82,MLH,Joe Bertrand,Notre Dame,,,0.0,,,,,,,,,,,,,,,1954
83,PHW,Bill Sullivan,Notre Dame,,,0.0,,,,,,,,,,,,,,,1954
84,FTW,Dean Larsen,BYU,,,0.0,,,,,,,,,,,,,,,1954
85,BOS,Tony Daukas,Boston College,,,0.0,,,,,,,,,,,,,,,1954
86,SYR,Jack Davidson,UCLA,,,0.0,,,,,,,,,,,,,,,1954
87,ROC,Ed Parchinski,Fordham,,,0.0,,,,,,,,,,,,,,,1954
88,NYK,John Clune,United States Naval Academy,,,0.0,,,,,,,,,,,,,,,1954
89,MNL,John Biever,Northwestern,,,0.0,,,,,,,,,,,,,,,1954
90,BLB,Elliot Karver,George Washington,,,0.0,,,,,,,,,,,,,,,1954
91,MLH,Jerry Domershick,City College of New York,,,0.0,,,,,,,,,,,,,,,1954
92,PHW,Frank O'Hara,La Salle,,,0.0,,,,,,,,,,,,,,,1954
93,FTW,Forrest Jackson,Taylor University,,,0.0,,,,,,,,,,,,,,,1954
94,BOS,Bill Johnson,Nebraska,,,0.0,,,,,,,,,,,,,,,1954
95,ROC,Jim Paxson,Dayton,2,138,3069.0,1105,616,225,.323,,.727,22.2,8.0,4.5,1.6,2.8,.044,,,1954
96,NYK,Bob Waller,Oklahoma,,,0.0,,,,,,,,,,,,,,,1954
97,MLH,Ron Weisner,Wisconsin,,,0.0,,,,,,,,,,,,,,,1954
98,PHW,John Glinski,SUNY Cortland,,,0.0,,,,,,,,,,,,,,,1954
99,NYK,Charles Stickels,Hastings College,,,0.0,,,,,,,,,,,,,,,1954
100,PHW,John Holup,George Washington,,,0.0,,,,,,,,,,,,,,,1954
3,PHW,Tom Gola,La Salle,10,698,22529.0,7871,5617,2962,.431,,.760,32.3,11.3,8.0,4.2,53.2,.113,,,1955
6,MNL,Dick Garmaker,Minnesota,6,421,12155.0,5597,1748,1114,.403,,.787,28.9,13.3,4.2,2.6,25.6,.101,,,1955
1,STL,Dick Ricketts,Duquesne,3,212,5677.0,1974,1337,447,.328,,.692,26.8,9.3,6.3,2.1,2.1,.018,,,1955
2,ROC,Maurice Stokes,Saint Francis University,3,202,7544.0,3315,3492,1062,.351,,.698,37.3,16.4,17.3,5.3,16.1,.102,,,1955
4,BOS,Jim Loscutoff,Oregon,9,511,9431.0,3156,2848,353,.345,,.653,18.5,6.2,5.6,0.7,3.4,.017,,,1955
5,NYK,Kenny Sears,Santa Clara,8,529,14923.0,7355,4142,843,.455,,.826,28.2,13.9,7.8,1.6,55.8,.179,,,1955
7,SYR,Ed Conlin,Fordham,7,486,11392.0,4891,2349,949,.370,,.750,23.4,10.1,4.8,2.0,14.2,.060,,,1955
8,FTW,Johnny Horan,Dayton,1,19,93.0,34,10,2,.286,,.909,4.9,1.8,0.5,0.1,-0.1,-.075,,,1955
